query	baidu_reciprocal_of_the_rank_of_the_first_vertical_result	baidu_position_y_of_the_first_vertical_result	baidu_height_of_the_first_vertical_result	baidu_reciprocal_of_the_rank_of_the_first_result_with_image	baidu_position_y_of_the_first_result_with_image	baidu_height_of_the_first_result_with_image	baidu_fraction_of_vertical_results_first_screen	baidu_area_fraction_of_vertical_result_first_screen	baidu_fraction_of_results_with_images_first_screen	baidu_area_fraction_of_results_with_images_first_screen	baidu_number_of_images_first_screen	baidu_area_fraction_of_images_first_screen	baidu_number_of_vertical_types_first_screen	baidu_had_encyclopedia_first_screen	baidu_had_gps_map_first_screen	baidu_had_forum_first_screen	baidu_had_experience_first_screen	baidu_fraction_of_vertical_results_other_screens	baidu_area_fraction_of_vertical_result_other_screens	baidu_fraction_of_results_with_images_other_screens	baidu_area_fraction_of_results_with_images_other_screens	baidu_number_of_images_other_screens	baidu_area_fraction_of_images_other_screens	baidu_number_of_vertical_types_other_screens	baidu_had_encyclopedia_other_screens	baidu_had_gps_map_other_screens	baidu_had_forum_other_screens	baidu_had_experience_other_screens	sogou_reciprocal_of_the_rank_of_the_first_vertical_result	sogou_position_y_of_the_first_vertical_result	sogou_height_of_the_first_vertical_result	sogou_reciprocal_of_the_rank_of_the_first_result_with_image	sogou_position_y_of_the_first_result_with_image	sogou_height_of_the_first_result_with_image	sogou_fraction_of_vertical_results_first_screen	sogou_area_fraction_of_vertical_result_first_screen	sogou_fraction_of_results_with_images_first_screen	sogou_area_fraction_of_results_with_images_first_screen	sogou_number_of_images_first_screen	sogou_area_fraction_of_images_first_screen	sogou_number_of_vertical_types_first_screen	sogou_had_encyclopedia_first_screen	sogou_had_gps_map_first_screen	sogou_had_forum_first_screen	sogou_had_experience_first_screen	sogou_fraction_of_vertical_results_other_screens	sogou_area_fraction_of_vertical_result_other_screens	sogou_fraction_of_results_with_images_other_screens	sogou_area_fraction_of_results_with_images_other_screens	sogou_number_of_images_other_screens	sogou_area_fraction_of_images_other_screens	sogou_number_of_vertical_types_other_screens	sogou_had_encyclopedia_other_screens	sogou_had_gps_map_other_screens	sogou_had_forum_other_screens	sogou_had_experience_other_screens	delta_reciprocal_of_the_rank_of_the_first_vertical_result	delta_position_y_of_the_first_vertical_result	delta_height_of_the_first_vertical_result	delta_reciprocal_of_the_rank_of_the_first_result_with_image	delta_position_y_of_the_first_result_with_image	delta_height_of_the_first_result_with_image	delta_fraction_of_vertical_results_first_screen	delta_area_fraction_of_vertical_result_first_screen	delta_fraction_of_results_with_images_first_screen	delta_area_fraction_of_results_with_images_first_screen	delta_number_of_images_first_screen	delta_area_fraction_of_images_first_screen	delta_number_of_vertical_types_first_screen	delta_had_encyclopedia_first_screen	delta_had_gps_map_first_screen	delta_had_forum_first_screen	delta_had_experience_first_screen	delta_fraction_of_vertical_results_other_screens	delta_area_fraction_of_vertical_result_other_screens	delta_fraction_of_results_with_images_other_screens	delta_area_fraction_of_results_with_images_other_screens	delta_number_of_images_other_screens	delta_area_fraction_of_images_other_screens	delta_number_of_vertical_types_other_screens	delta_had_encyclopedia_other_screens	delta_had_gps_map_other_screens	delta_had_forum_other_screens	delta_had_experience_other_screens	
关于消防科幻画	1.0	5.0	250.0	1.0	5.0	250.0	0.75	0.843462246777	0.75	0.843462246777	7.0	0.354251815947	2	0	0	0	0	0.166666666667	0.204119850187	0.166666666667	0.204119850187	1.0	0.0315880706737	1	0	0	0	0	1.0	5.0	90.0	0	-1	0	1.0	1.0	0.0	0.0	0.0	0.0	3	0	0	1	0	0.4	0.408163265306	0.0	0.0	0.0	0.0	1	0	0	0	0	0.0	0.0	160.0	1.0	6.0	250.0	-0.25	-0.156537753223	0.75	0.843462246777	7.0	0.354251815947	-1	0	0	-1	0	-0.233333333333	-0.204043415119	0.166666666667	0.204119850187	1.0	0.0315880706737	0	0	0	0	0	
七颗钻石ppt课件	1.0	5.0	165.0	0.5	184.0	120.0	0.8	0.855687606112	0.6	0.575551782683	3.0	0.0920247915628	3	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	1.0	5.0	178.0	0	-1	0	0.8	0.843806104129	0.0	0.0	0.0	0.0	2	0	0	0	0	0.8	0.805369127517	0.0	0.0	0.0	0.0	1	0	0	0	0	0.0	0.0	-13.0	0.5	185.0	120.0	0.0	0.0118815019828	0.6	0.575551782683	3.0	0.0920247915628	1	0	0	0	0	-0.8	-0.805369127517	0.0	0.0	0.0	0.0	-1	0	0	0	0	
菊李商隐	0.5	104.0	137.0	0.333333333333	255.0	129.0	0.6	0.688073394495	0.4	0.436697247706	2.0	0.0685038027352	3	1	0	1	0	0.4	0.456289978678	0.2	0.232409381663	1.0	0.0359659482724	2	0	0	1	0	1.0	5.0	90.0	0.125	918.0	206.0	0.8	0.83738317757	0.0	0.0	0.0	0.0	2	0	0	1	0	0.8	0.875358166189	0.2	0.295128939828	1.0	0.0260588694973	3	0	0	1	0	-0.5	99.0	47.0	0.208333333333	-663.0	-77.0	-0.2	-0.149309783075	0.4	0.436697247706	2.0	0.0685038027352	1	1	0	0	0	-0.4	-0.419068187511	0.0	-0.062719558165	0.0	0.00990707877518	-1	0	0	0	0	
金锁固精丸的功效与作用	1.0	5.0	171.0	0.333333333333	309.0	110.0	0.6	0.694244604317	0.2	0.197841726619	1.0	0.0303381829852	3	0	0	1	0	0.8	0.879603399433	0.2	0.43342776204	1.0	0.0385463946839	2	0	0	1	0	1.0	10.0	122.0	0.142857142857	935.0	228.0	1.0	1.0	0.0	0.0	0.0	0.0	2	0	0	1	0	1.0	1.0	0.166666666667	0.306451612903	1.0	0.0244477028348	4	0	0	1	0	0.0	-5.0	49.0	0.190476190476	-626.0	-118.0	-0.4	-0.305755395683	0.2	0.197841726619	1.0	0.0303381829852	1	0	0	0	0	-0.2	-0.120396600567	0.0333333333333	0.126976149136	0.0	0.0140986918491	-2	0	0	0	0	
c1驾驶证年审新规定	1.0	5.0	129.0	1.0	5.0	129.0	0.6	0.671179883946	0.6	0.671179883946	3.0	0.10484062327	2	0	0	0	0	0.2	0.2	0.0	0.0	0.0	0.0	1	0	0	0	0	0.333333333333	205.0	136.0	0.142857142857	723.0	118.0	0.4	0.464065708419	0.0	0.0	0.0	0.0	2	0	0	1	0	0.6	0.6925795053	0.4	0.416961130742	2.0	0.0642724060392	2	0	0	0	0	0.666666666667	-200.0	-7.0	0.857142857143	-718.0	11.0	0.2	0.207114175527	0.6	0.671179883946	3.0	0.10484062327	0	0	0	-1	0	-0.4	-0.4925795053	-0.4	-0.416961130742	-2.0	-0.0642724060392	-1	0	0	0	0	
奶油蛋糕的做法	1.0	5.0	109.0	1.0	5.0	109.0	1.0	1.0	0.666666666667	0.708201892744	4.0	0.0760791809834	3	0	0	1	0	1.0	1.0	0.285714285714	0.385964912281	5.0	0.119687384508	4	0	0	1	0	1.0	5.0	215.0	1.0	5.0	215.0	1.0	1.0	0.5	0.65844402277	2.0	0.0679247886838	3	0	0	0	1	0.833333333333	0.901248581158	0.333333333333	0.492622020431	5.0	0.113301000929	4	0	0	1	0	0.0	0.0	-106.0	0.0	0.0	-106.0	0.0	0.0	0.166666666667	0.0497578699741	2.0	0.00815439229963	0	0	0	1	-1	0.166666666667	0.0987514188422	-0.047619047619	-0.106657108151	0.0	0.00638638357966	0	0	0	0	0	
噪声容限的含义	1.0	5.0	356.0	0.333333333333	474.0	129.0	0.666666666667	0.850877192982	0.333333333333	0.226315789474	1.0	0.0359062153525	2	1	0	1	0	0.142857142857	0.176090468498	0.142857142857	0.176090468498	1.0	0.0272504519221	1	0	0	0	0	1.0	5.0	113.0	0	-1	0	0.75	0.823170731707	0.0	0.0	0.0	0.0	2	0	0	1	0	0.833333333333	0.896764252696	0.0	0.0	0.0	0.0	3	1	0	1	0	0.0	0.0	243.0	0.333333333333	475.0	129.0	-0.0833333333333	0.0277064612751	0.333333333333	0.226315789474	1.0	0.0359062153525	0	1	0	0	0	-0.690476190476	-0.720673784199	0.142857142857	0.176090468498	1.0	0.0272504519221	-2	-1	0	-1	0	
岳阳楼	1.0	5.0	129.0	1.0	5.0	129.0	1.0	1.0	1.0	1.0	4.0	0.216277217207	3	1	0	0	0	1.0	1.0	0.714285714286	0.68152866242	5.0	0.187989419242	3	0	1	1	0	1.0	5.0	113.0	0.5	130.0	421.0	1.0	1.0	0.5	0.788389513109	5.0	0.0174327545114	2	1	0	0	0	0.857142857143	0.939330543933	0.142857142857	0.129009762901	1.0	0.00384176492963	3	0	0	0	0	0.0	0.0	16.0	0.5	-125.0	-292.0	0.0	0.0	0.5	0.211610486891	-1.0	0.198844462695	1	0	0	0	0	0.142857142857	0.0606694560669	0.571428571429	0.552518899519	4.0	0.184147654313	0	0	1	1	0	
北医六院	1.0	5.0	125.0	0.5	144.0	109.0	1.0	1.0	0.666666666667	0.773550724638	2.0	0.270984860729	2	0	1	0	0	0.833333333333	0.874631268437	0.333333333333	0.410029498525	2.0	0.0603732824511	3	1	0	1	0	0.5	65.0	90.0	0.25	292.0	239.0	0.75	0.903885480573	0.25	0.488752556237	1.0	0.148057259714	3	1	1	0	0	0.333333333333	0.49855907781	0.333333333333	0.49855907781	2.0	0.052418129421	2	0	0	0	0	0.5	-60.0	35.0	0.25	-148.0	-130.0	0.25	0.0961145194274	0.416666666667	0.2847981684	1.0	0.122927601016	-1	-1	0	0	0	0.5	0.376072190627	0.0	-0.0885295792847	0.0	0.00795515303011	1	1	0	1	0	
八极拳	1.0	5.0	129.0	1.0	5.0	129.0	0.8	0.849557522124	0.6	0.669026548673	3.0	0.108671908412	3	1	0	0	0	0.8	0.869300911854	0.6	0.709726443769	3.0	0.0726291228348	3	0	0	1	0	1.0	5.0	1063.0	1.0	5.0	1063.0	1.0	1.0	1.0	1.0	8.0	0.024630120585	1	0	0	0	0	0.888888888889	0.941649899396	0.333333333333	0.380281690141	6.0	0.0806341076764	5	1	0	1	0	0.0	0.0	-934.0	0.0	0.0	-934.0	-0.2	-0.150442477876	-0.4	-0.330973451327	-5.0	0.084041787827	2	1	0	0	0	-0.0888888888889	-0.0723489875423	0.266666666667	0.329444753628	-3.0	-0.00800498484159	-2	-1	0	0	0	
四平王宇最新消息	0.25	303.0	111.0	0.25	303.0	111.0	0.333333333333	0.413080895009	0.333333333333	0.413080895009	2.0	0.0642591609134	2	0	0	0	0	0.5	0.602803738318	0.25	0.254672897196	1.0	0.0394112844387	2	1	0	0	0	1.0	5.0	112.0	0	-1	0	0.4	0.461855670103	0.0	0.0	0.0	0.0	1	0	0	0	0	0.6	0.643442622951	0.0	0.0	0.0	0.0	3	0	0	1	0	-0.75	298.0	-1.0	0.25	304.0	111.0	-0.0666666666667	-0.0487747750945	0.333333333333	0.413080895009	2.0	0.0642591609134	1	0	0	0	0	-0.1	-0.0406388846331	0.25	0.254672897196	1.0	0.0394112844387	-1	1	0	-1	0	
重阳节的来历和习俗	0.333333333333	203.0	108.0	0.25	325.0	147.0	0.6	0.688073394495	0.4	0.489908256881	2.0	0.0896933938133	3	0	0	0	0	0.6	0.657947686117	0.6	0.657947686117	3.0	0.101819092997	1	0	0	0	0	1.0	10.0	200.0	1.0	10.0	200.0	1.0	1.0	0.333333333333	0.401606425703	1.0	0.0205366922234	3	1	0	1	1	0.666666666667	0.737812911726	0.333333333333	0.475625823452	2.0	0.0508515989939	3	0	0	1	0	-0.666666666667	193.0	-92.0	-0.75	315.0	-53.0	-0.4	-0.311926605505	0.0666666666667	0.0883018311779	1.0	0.0691567015899	0	-1	0	-1	-1	-0.0666666666667	-0.0798652256093	0.266666666667	0.182321862665	1.0	0.0509674940028	-2	0	0	-1	0	
win7耳机没声音怎么设置	1.0	5.0	109.0	1.0	5.0	109.0	1.0	1.0	0.8	0.785223367698	4.0	0.115931475875	2	0	0	0	0	0.8	0.842883548983	0.8	0.842883548983	4.0	0.124717410276	2	0	0	0	0	1.0	5.0	90.0	0.166666666667	655.0	228.0	1.0	1.0	0.0	0.0	0.0	0.0	3	0	0	1	1	0.6	0.722044728435	0.2	0.364217252396	1.0	0.0290560557653	3	0	0	1	0	0.0	0.0	19.0	0.833333333333	-650.0	-119.0	0.0	0.0	0.8	0.785223367698	4.0	0.115931475875	-1	0	0	-1	-1	0.2	0.120838820549	0.6	0.478666296587	3.0	0.0956613545103	-1	0	0	-1	0	
春天在哪里教案	1.0	5.0	109.0	1.0	5.0	109.0	0.8	0.852430555556	0.4	0.378472222222	2.0	0.0585695477076	3	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0.25	305.0	178.0	0.166666666667	595.0	228.0	0.2	0.338403041825	0.0	0.0	0.0	0.0	1	0	0	0	0	0.6	0.749279538905	0.2	0.328530259366	1.0	0.0262090647105	3	0	0	1	0	0.75	-300.0	-69.0	0.833333333333	-590.0	-119.0	0.6	0.51402751373	0.4	0.378472222222	2.0	0.0585695477076	2	0	0	0	0	-0.6	-0.749279538905	-0.2	-0.328530259366	-1.0	-0.0262090647105	-3	0	0	-1	0	
四则运算ppt课件	0.5	104.0	110.0	0.2	506.0	110.0	0.6	0.693693693694	0.2	0.198198198198	1.0	0.030392846378	3	0	0	0	0	0.2	0.242222222222	0.2	0.242222222222	1.0	0.0374845105328	1	0	0	0	0	1.0	5.0	178.0	0	-1	0	0.8	0.83738317757	0.0	0.0	0.0	0.0	2	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	-0.5	99.0	-68.0	0.2	507.0	110.0	-0.2	-0.143689483876	0.2	0.198198198198	1.0	0.030392846378	1	0	0	0	0	0.2	0.242222222222	0.2	0.242222222222	1.0	0.0374845105328	1	0	0	0	0	
黄河颂朗诵	1.0	5.0	210.0	1.0	5.0	210.0	0.75	0.838709677419	0.75	0.838709677419	6.0	0.229601518027	2	0	0	0	0	0.666666666667	0.753265602322	0.333333333333	0.361393323657	2.0	0.05940941292	3	0	0	1	0	1.0	5.0	206.0	1.0	5.0	206.0	0.75	0.82703777336	0.25	0.409542743539	4.0	0.162284474968	2	0	0	0	0	0.666666666667	0.775773195876	0.166666666667	0.29381443299	1.0	0.0234395501406	3	0	0	0	0	0.0	0.0	4.0	0.0	0.0	4.0	0.0	0.0116719040595	0.5	0.429166933881	2.0	0.0673170430582	0	0	0	0	0	0.0	-0.0225075935541	0.166666666667	0.0675788906678	1.0	0.0359698627794	0	0	0	1	0	
高铁的对联	0.5	104.0	185.0	0.1	1158.0	109.0	0.75	0.836538461538	0.0	0.0	0.0	0.0	1	0	0	1	0	0.5	0.550324675325	0.166666666667	0.176948051948	1.0	0.027383165162	2	0	0	1	0	1.0	5.0	138.0	0	-1	0	0.8	0.846017699115	0.0	0.0	0.0	0.0	2	0	0	1	0	0.6	0.716101694915	0.0	0.0	0.0	0.0	1	0	0	1	0	-0.5	99.0	47.0	0.1	1159.0	109.0	-0.05	-0.00947923757658	0.0	0.0	0.0	0.0	-1	0	0	0	0	-0.1	-0.165777019591	0.166666666667	0.176948051948	1.0	0.027383165162	1	0	0	0	0	
xman全集	1.0	5.0	210.0	1.0	5.0	210.0	0.5	0.652351738241	0.5	0.652351738241	5.0	0.201910430968	2	0	0	0	0	0.833333333333	0.895061728395	0.0	0.0	0.0	0.0	1	0	0	1	0	1.0	5.0	75.0	0	-1	0	0.666666666667	0.66015625	0.0	0.0	0.0	0.0	3	0	0	0	0	1.0	1.0	0.0	0.0	0.0	0.0	3	0	0	1	0	0.0	0.0	135.0	1.0	6.0	210.0	-0.166666666667	-0.00780451175869	0.5	0.652351738241	5.0	0.201910430968	-1	0	0	0	0	-0.166666666667	-0.104938271605	0.0	0.0	0.0	0.0	-2	0	0	0	0	
三一重工	1.0	5.0	109.0	1.0	5.0	109.0	1.0	1.0	0.5	0.464991023339	2.0	0.0791414441411	3	1	0	1	0	0.666666666667	0.837008628955	0.333333333333	0.311601150527	2.0	0.0336390238339	3	0	0	0	0	1.0	5.0	90.0	1.0	5.0	90.0	1.0	1.0	0.5	0.180722891566	1.0	0.0522088353414	1	0	0	0	0	0.857142857143	0.912386706949	0.428571428571	0.496475327291	3.0	0.054675455461	4	1	0	0	0	0.0	0.0	19.0	0.0	0.0	19.0	0.0	0.0	0.0	0.284268131773	1.0	0.0269326087998	2	1	0	1	0	-0.190476190476	-0.0753780779937	-0.0952380952381	-0.184874176764	-1.0	-0.0210364316271	-1	-1	0	0	0	
剑极天下最新章节	1.0	5.0	131.0	0.166666666667	693.0	109.0	1.0	1.0	0.0	0.0	0.0	0.0	2	0	0	1	0	0.5	0.596518987342	0.166666666667	0.17246835443	1.0	0.0266899204743	2	0	0	0	0	1.0	5.0	151.0	1.0	5.0	151.0	1.0	1.0	1.0	1.0	4.0	0.187290836653	1	0	0	0	0	0.75	0.834285714286	0.0	0.0	0.0	0.0	2	0	0	0	0	0.0	0.0	-20.0	-0.833333333333	688.0	-42.0	0.0	0.0	-1.0	-1.0	-4.0	-0.187290836653	1	0	0	1	0	-0.25	-0.237766726944	0.166666666667	0.17246835443	1.0	0.0266899204743	0	0	0	0	0	
杜威十进分类法	1.0	5.0	109.0	0.333333333333	410.0	169.0	1.0	1.0	0.333333333333	0.309523809524	1.0	0.0576684777428	2	1	0	0	0	1.0	1.0	0.0	0.0	0.0	0.0	2	0	0	1	0	1.0	5.0	133.0	0.2	610.0	140.0	0.75	0.843525179856	0.0	0.0	0.0	0.0	3	0	0	1	0	0.666666666667	0.732718894009	0.166666666667	0.215053763441	1.0	0.0279402318112	1	0	0	0	0	0.0	0.0	-24.0	0.133333333333	-200.0	29.0	0.25	0.156474820144	0.333333333333	0.309523809524	1.0	0.0576684777428	-1	1	0	-1	0	0.333333333333	0.267281105991	-0.166666666667	-0.215053763441	-1.0	-0.0279402318112	1	0	0	1	0	
红石坊国语版	1.0	5.0	109.0	1.0	5.0	109.0	0.8	0.836852207294	0.8	0.836852207294	4.0	0.129505026793	1	0	0	0	0	0.6	0.662027833002	0.6	0.662027833002	3.0	0.107758652546	2	0	0	0	0	1.0	5.0	185.0	1.0	5.0	185.0	1.0	1.0	0.2	0.349056603774	1.0	0.00483704974271	2	0	0	0	0	1.0	1.0	0.0	0.0	0.0	0.0	2	0	0	0	0	0.0	0.0	-76.0	0.0	0.0	-76.0	-0.2	-0.163147792706	0.6	0.48779560352	3.0	0.12466797705	-1	0	0	0	0	-0.4	-0.337972166998	0.6	0.662027833002	3.0	0.107758652546	0	0	0	0	0	
大时代粤语	1.0	5.0	210.0	1.0	5.0	210.0	0.75	0.855687606112	0.5	0.541595925297	5.0	0.167630221975	3	0	0	1	0	1.0	1.0	0.333333333333	0.427207637232	2.0	0.0326055132152	1	0	0	1	0	1.0	10.0	282.0	1.0	10.0	282.0	1.0	1.0	0.333333333333	0.511796733212	2.0	0.0717474532039	2	1	0	0	0	1.0	1.0	0.0	0.0	0.0	0.0	3	0	0	0	0	0.0	-5.0	-72.0	0.0	-5.0	-72.0	-0.25	-0.144312393888	0.166666666667	0.0297991920848	3.0	0.0958827687715	1	-1	0	1	0	0.0	0.0	0.333333333333	0.427207637232	2.0	0.0326055132152	-2	0	0	1	0	
惠州婚庆	1.0	5.0	89.0	0.5	108.0	109.0	0.8	0.867807153966	0.4	0.561430793157	2.0	0.171480687067	4	0	1	0	0	0.6	0.643605870021	0.4	0.457023060797	2.0	0.0707254915714	2	0	0	0	0	0.5	105.0	373.0	0.5	105.0	373.0	0.333333333333	0.681901279707	0.333333333333	0.681901279707	4.0	0.217836130962	1	0	0	0	0	0.5	0.609865470852	0.0	0.0	0.0	0.0	2	0	0	0	0	0.5	-100.0	-284.0	0.0	3.0	-264.0	0.466666666667	0.185905874258	0.0666666666667	-0.12047048655	-2.0	-0.0463554438948	3	0	1	0	0	0.1	0.0337403991689	0.4	0.457023060797	2.0	0.0707254915714	0	0	0	0	0	
2015教师政治学习内容	0.5	104.0	268.0	0	-1	0	0.75	0.837476099426	0.0	0.0	0.0	0.0	2	0	0	0	0	0.166666666667	0.166666666667	0.0	0.0	0.0	0.0	1	0	0	0	0	0.333333333333	205.0	178.0	0.111111111111	919.0	118.0	0.2	0.338403041825	0.0	0.0	0.0	0.0	1	0	0	0	0	0.6	0.647773279352	0.2	0.238866396761	1.0	0.0368200220832	2	0	0	0	0	0.166666666667	-101.0	90.0	-0.111111111111	-920.0	-118.0	0.55	0.499073057601	0.0	0.0	0.0	0.0	1	0	0	0	0	-0.433333333333	-0.481106612686	-0.2	-0.238866396761	-1.0	-0.0368200220832	-1	0	0	0	0	
威海职业学院单招	1.0	5.0	109.0	1.0	5.0	109.0	1.0	1.0	0.25	0.21626984127	1.0	0.0334683129757	2	0	0	1	0	1.0	1.0	0.0	0.0	0.0	0.0	2	0	0	1	0	1.0	5.0	90.0	0.142857142857	769.0	228.0	0.6	0.71	0.0	0.0	0.0	0.0	2	0	0	1	0	0.6	0.722044728435	0.2	0.364217252396	1.0	0.0290560557653	3	0	0	0	0	0.0	0.0	19.0	0.857142857143	-764.0	-119.0	0.4	0.29	0.25	0.21626984127	1.0	0.0334683129757	0	0	0	0	0	0.4	0.277955271565	-0.2	-0.364217252396	-1.0	-0.0290560557653	-1	0	0	1	0	
组织机构代码证年检	0.333333333333	203.0	109.0	0.333333333333	203.0	109.0	0.333333333333	0.390681003584	0.333333333333	0.390681003584	2.0	0.0604588879562	2	0	0	0	0	0.75	0.843173431734	0.25	0.448339483395	4.0	0.152704426673	3	0	0	1	1	0.5	105.0	90.0	0.1	1119.0	228.0	0.75	0.807095343681	0.0	0.0	0.0	0.0	2	0	0	1	1	0.5	0.664955070603	0.166666666667	0.292682926829	1.0	0.0233492822967	3	0	0	1	0	-0.166666666667	98.0	19.0	0.233333333333	-916.0	-119.0	-0.416666666667	-0.416414340096	0.333333333333	0.390681003584	2.0	0.0604588879562	0	0	0	-1	-1	0.25	0.178218361131	0.0833333333333	0.155656556566	3.0	0.129355144376	0	0	0	0	1	
冒险岛主教	0.5	104.0	109.0	0.5	104.0	109.0	0.6	0.692585895118	0.4	0.430379746835	2.0	0.0675127893141	3	0	0	0	0	0.8	0.853195164076	0.6	0.602763385147	3.0	0.0998292145797	3	0	0	1	0	1.0	5.0	90.0	0.1	1190.0	206.0	1.0	1.0	0.0	0.0	0.0	0.0	2	0	0	1	0	1.0	1.0	0.166666666667	0.268578878748	4.0	0.106426454901	4	0	0	1	0	-0.5	99.0	19.0	0.4	-1086.0	-97.0	-0.4	-0.307414104882	0.4	0.430379746835	2.0	0.0675127893141	1	0	0	-1	0	-0.2	-0.146804835924	0.433333333333	0.334184506398	-1.0	-0.00659724032135	-1	0	0	0	0	
学习日志	0.5	104.0	165.0	0	-1	0	0.2	0.326732673267	0.0	0.0	0.0	0.0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0.5	105.0	112.0	0.166666666667	578.0	228.0	0.6	0.659491193738	0.0	0.0	0.0	0.0	3	0	0	1	0	0.8	0.875179340029	0.2	0.327116212339	1.0	0.0260962566845	4	0	0	1	1	0.0	-1.0	53.0	-0.166666666667	-579.0	-228.0	-0.4	-0.33275852047	0.0	0.0	0.0	0.0	-2	0	0	-1	0	-0.8	-0.875179340029	-0.2	-0.327116212339	-1.0	-0.0260962566845	-4	0	0	-1	-1	
我的世界电梯怎么做	1.0	5.0	243.0	1.0	5.0	243.0	1.0	1.0	1.0	1.0	6.0	0.254449940142	3	0	0	0	1	1.0	1.0	0.857142857143	0.861111111111	9.0	0.188672036349	3	0	0	0	0	1.0	5.0	216.0	1.0	5.0	216.0	1.0	1.0	0.5	0.55298013245	5.0	0.165261890427	3	0	0	1	1	1.0	1.0	0.333333333333	0.54114713217	5.0	0.124461573339	3	0	0	0	0	0.0	0.0	27.0	0.0	0.0	27.0	0.0	0.0	0.5	0.44701986755	1.0	0.0891880497149	0	0	0	-1	0	0.0	0.0	0.52380952381	0.319963978942	4.0	0.0642104630092	0	0	0	0	0	
等着我寻亲2015最新	1.0	5.0	109.0	1.0	5.0	109.0	1.0	1.0	0.2	0.18505942275	1.0	0.0286384206108	2	0	0	1	0	1.0	1.0	0.0	0.0	0.0	0.0	1	0	0	1	0	1.0	5.0	363.0	1.0	5.0	363.0	1.0	1.0	0.333333333333	0.565420560748	7.0	0.168450863778	2	0	0	0	0	0.571428571429	0.634965034965	0.142857142857	0.184615384615	1.0	0.028541640178	3	0	0	1	0	0.0	0.0	-254.0	0.0	0.0	-254.0	0.0	0.0	-0.133333333333	-0.380361137997	-6.0	-0.139812443167	0	0	0	1	0	0.428571428571	0.365034965035	-0.142857142857	-0.184615384615	-1.0	-0.028541640178	-2	0	0	0	0	
支付宝提现多久到账	1.0	5.0	109.0	1.0	5.0	109.0	1.0	1.0	0.75	0.776094276094	6.0	0.196131075313	3	0	0	0	1	1.0	1.0	0.0	0.0	0.0	0.0	2	0	0	1	0	1.0	24.0	257.0	1.0	24.0	257.0	1.0	1.0	0.333333333333	0.588100686499	3.0	0.170994485501	2	0	0	1	1	0.857142857143	0.837968561064	0.0	0.0	0.0	0.0	4	0	0	1	0	0.0	-19.0	-148.0	0.0	-19.0	-148.0	0.0	0.0	0.416666666667	0.187993589595	3.0	0.0251365898122	1	0	0	-1	0	0.142857142857	0.162031438936	0.0	0.0	0.0	0.0	-2	0	0	0	0	
终极西游	1.0	5.0	210.0	1.0	5.0	210.0	0.75	0.849557522124	0.25	0.371681415929	4.0	0.144895877883	3	0	0	1	0	1.0	1.0	0.0	0.0	0.0	0.0	1	0	0	1	0	1.0	5.0	157.0	0.166666666667	668.0	140.0	0.8	0.855481727575	0.0	0.0	0.0	0.0	3	0	0	1	0	0.6	0.743362831858	0.4	0.510324483776	5.0	0.147224456959	3	0	0	1	0	0.0	0.0	53.0	0.833333333333	-663.0	70.0	-0.05	-0.00592420545086	0.25	0.371681415929	4.0	0.144895877883	0	0	0	0	0	0.4	0.256637168142	-0.4	-0.510324483776	-5.0	-0.147224456959	-2	0	0	0	0	
王立军加刑	1.0	5.0	105.0	0.5	124.0	109.0	0.8	0.835589941973	0.6	0.63249516441	3.0	0.0978802499407	2	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	1.0	5.0	112.0	0	-1	0	0.8	0.830409356725	0.0	0.0	0.0	0.0	2	0	0	1	0	0.6	0.643442622951	0.0	0.0	0.0	0.0	2	0	0	1	0	0.0	0.0	-7.0	0.5	125.0	109.0	0.0	0.00518058524777	0.6	0.63249516441	3.0	0.0978802499407	0	0	0	0	0	-0.6	-0.643442622951	0.0	0.0	0.0	0.0	-2	0	0	-1	0	
玉石的种类	1.0	5.0	243.0	1.0	5.0	243.0	1.0	1.0	1.0	1.0	8.0	0.286224196814	3	0	0	0	1	0.833333333333	0.866352201258	0.833333333333	0.866352201258	5.0	0.138268336022	2	0	0	0	0	1.0	5.0	90.0	0.5	107.0	200.0	1.0	1.0	0.666666666667	0.822134387352	7.0	0.312554796982	2	0	0	0	1	1.0	1.0	0.285714285714	0.410022779043	2.0	0.0439594118865	3	0	0	1	0	0.0	0.0	153.0	0.5	-102.0	43.0	0.0	0.0	0.333333333333	0.177865612648	1.0	-0.0263306001672	1	0	0	0	0	-0.166666666667	-0.133647798742	0.547619047619	0.456329422215	3.0	0.0943089241356	-1	0	0	-1	0	
