query	baidu_vertical_types_number	baidu_vertical_results_number	baidu_vertical_results_area_fraction	baidu_total_images_number	baidu_total_images_area_fraction	sogou_vertical_types_number	sogou_vertical_results_number	sogou_vertical_results_area_fraction	sogou_total_images_number	sogou_total_images_area_fraction	delta_vertical_types_number	delta_vertical_results_number	delta_vertical_results_area_fraction	delta_total_images_number	delta_total_images_area_fraction	
海洋水价格	2	6	0.67803030303	6	0.0958410780669	4	7	0.878745644599	4	0.0830357934748	-2	-1	-0.200715341569	2	0.0128052845921	
双学双严警示教育体会	1	1	0.159340659341	0	0.0	1	3	0.370217166494	0	0.0	0	-2	-0.210876507154	0	0.0	
锅包肉的做法+最正宗的做法	6	9	0.946134347275	16	0.174283008467	5	10	1.0	11	0.156964560863	1	-1	-0.053865652725	5	0.0173184476039	
启动盘制作工具	5	8	0.890534449453	10	0.118306814727	5	8	0.882985877606	11	0.142720547778	0	0	0.00754857184675	-1	-0.0244137330505	
核桃树树皮煮鸡蛋	3	5	0.599434495759	2	0.031796474533	3	10	1.0	3	0.0931623931624	0	-5	-0.400565504241	-1	-0.0613659186294	
2015最新伤感歌曲	3	5	0.619002822201	6	0.108750922374	3	5	0.612834978843	9	0.130601359149	0	0	0.00616784335788	-3	-0.0218504367749	
郭士强下课真正原因	2	4	0.493041749503	4	0.0816014692514	3	5	0.53276047261	0	0.0	-1	-1	-0.0397187231071	4	0.0816014692514	
二套房贷款利率2015	2	6	0.663699307616	5	0.0834225011858	3	6	0.689285714286	2	0.0324805194805	-1	0	-0.0255864066695	3	0.0509419817053	
哈尔滨田开明	0	0	0.0	0	0.0	3	5	0.545454545455	1	0.0190063645863	-3	-5	-0.545454545455	-1	-0.0190063645863	
听音乐会作文400字	2	2	0.239106145251	1	0.0188469606031	2	2	0.27950310559	0	0.0	0	0	-0.0403969603387	1	0.0188469606031	
自主招生面试题	4	5	0.600188146754	2	0.0330061165181	4	7	0.798908098271	1	0.0165505831748	0	-2	-0.198719951517	1	0.0164555333433	
每次打开word2007都要配置	4	7	0.790886899919	9	0.135969038206	4	8	0.847902097902	0	0.0	0	-1	-0.0570151979835	9	0.135969038206	
绥化市委书记	2	8	0.849557522124	8	0.128575188341	4	7	0.766964285714	1	0.0162402597403	-2	1	0.0825932364096	7	0.112334928601	
小学生作文的单价一定	1	7	0.747524752475	0	0.0	1	2	0.280991735537	0	0.0	0	5	0.466533016938	0	0.0	
yy伴奏怎么设置酷狗	3	3	0.420593368237	5	0.0869405139584	3	9	0.916104146577	0	0.0	0	-6	-0.495510778339	5	0.0869405139584	
西班牙语招聘	2	4	0.563247863248	3	0.0463270104534	2	2	0.423363711682	1	0.015069669353	0	2	0.139884151566	2	0.0312573411004	
光辉照儿永向前简谱	3	3	0.369034994698	7	0.129441354216	3	8	0.841240875912	0	0.0	0	-5	-0.472205881215	7	0.129441354216	
懒政怠政	4	4	0.538461538462	2	0.0317515853925	3	7	0.770851624232	1	0.0159693511054	1	-3	-0.23239008577	1	0.0157822342871	
澳门风云2粤语下载80s	3	8	0.847048300537	6	0.0937448045168	2	4	0.508474576271	0	0.0	1	4	0.338573724265	6	0.0937448045168	
一带一路高铁股	3	4	0.469854469854	3	0.0526030033465	3	5	0.583732057416	1	0.0174058286211	0	-1	-0.113877587562	2	0.0351971747254	
非典资料	6	7	0.778067885117	1	0.0146806177022	3	8	0.86724137931	0	0.0	3	-1	-0.0891734941929	1	0.0146806177022	
变形计两个世界全集	2	6	0.6872125115	8	0.140696230887	4	8	0.831884057971	0	0.0	-2	-2	-0.144671546471	8	0.140696230887	
章子怡哥哥	4	10	1.0	12	0.190825734868	6	9	0.940206185567	8	0.145560762262	-2	1	0.059793814433	4	0.0452649726065	
刁蛮公主冰山王爷	4	4	0.51566951567	2	0.0459211952397	4	5	0.557477110885	0	0.0	0	-1	-0.0418075952155	2	0.0459211952397	
农夫岛航	3	3	0.400805639476	3	0.0693067082964	1	1	0.103092783505	0	0.0	2	2	0.297712855971	3	0.0693067082964	
x550d华硕	3	9	0.924274593064	6	0.074014001689	4	5	0.659090909091	2	0.0285095468795	-1	4	0.265183683973	4	0.0455044548096	
3d66软件免费下载	3	6	0.65196548418	4	0.0681405867404	2	7	0.72439281943	2	0.043098780839	1	-1	-0.0724273352495	2	0.0250418059014	
蓝条手套阅读答案	2	6	0.694244604317	0	0.0	2	4	0.52972972973	0	0.0	0	2	0.164514874587	0	0.0	
2015流行短发	4	9	0.93536121673	22	0.296103014969	4	10	1.0	6	0.0983349761165	0	-1	-0.06463878327	16	0.197768038852	
评别克昂科拉缺点	1	9	0.919507575758	9	0.1437616171	2	9	0.919069767442	0	0.0	-1	0	0.000437808315715	9	0.1437616171	
极品逍遥	3	8	0.863672814755	1	0.0252501915378	3	9	0.920909090909	1	0.0165355371901	0	-1	-0.0572362761537	0	0.00871465434767	
海贼王漫画782分析	1	6	0.657286432161	6	0.10171676225	3	9	0.919815668203	1	0.0167641390867	-2	-3	-0.262529236042	5	0.0849526231632	
贵阳驾校科目四考试	1	6	0.657947686117	6	0.101819092997	2	6	0.644171779141	0	0.0	-1	0	0.0137759069756	6	0.101819092997	
ppt软件下载2014免费下载	3	9	0.925828970332	6	0.09773448296	3	10	1.0	5	0.0713464542331	0	-1	-0.0741710296684	1	0.0263880287269	
cf蘑菇	3	6	0.668932038835	5	0.0818836395135	3	8	0.832692307692	0	0.0	0	-2	-0.163760268857	5	0.0818836395135	
智谋故事	4	6	0.739063699156	2	0.0371105284631	5	10	1.0	4	0.0745193018364	-1	-4	-0.260936300844	-2	-0.0374087733733	
动态头像制作	4	6	0.740853658537	17	0.232380258863	4	5	0.648910411622	4	0.0640927434148	0	1	0.0919432469143	13	0.168287515448	
国模西西	3	5	0.573879885605	6	0.100999004185	2	6	0.638253638254	1	0.0189075789076	1	-1	-0.0643737526483	5	0.0820914252777	
摩登舞教学视频	1	5	0.621886120996	8	0.145669343423	4	6	0.693931398417	5	0.0877908371312	-3	-1	-0.0720452774204	3	0.0578785062918	
炫舞旅行挑战17期林中美味	2	5	0.585769980507	4	0.0657622991804	2	6	0.617582417582	0	0.0	0	-1	-0.0318124370756	4	0.0657622991804	
更大的老虎王即将现身	2	6	0.628985507246	6	0.0977856796509	2	3	0.325581395349	0	0.0	0	3	0.303404111898	6	0.0977856796509	
六角法兰面螺栓标准	3	5	0.571703561116	2	0.0324697396338	3	7	0.745365853659	0	0.0	0	-2	-0.173662292542	2	0.0324697396338	
物流会计全套账务处理	2	6	0.658291457286	0	0.0	3	8	0.847100175747	0	0.0	-1	-2	-0.18880871846	0	0.0	
匪我思存	6	9	0.938405797101	5	0.0781221378159	6	9	0.945929148539	12	0.148579156574	0	0	-0.00752335143802	-7	-0.0704570187586	
水莓100完全免费	2	5	0.559917355372	4	0.0697026022305	1	1	0.130965593785	1	0.0201876702654	1	4	0.428951761587	3	0.0495149319651	
大英招聘信息	2	3	0.501675041876	1	0.0141273280903	2	2	0.303303303303	1	0.0182072982073	0	1	0.198371738573	0	-0.00407997011703	
地震来了怎么办	6	8	0.862012987013	9	0.151502075991	5	6	0.681243926142	0	0.0	1	2	0.180769060871	9	0.151502075991	
春天在哪里舞蹈视频	2	10	1.0	12	0.195074275624	4	8	0.864274570983	6	0.0937796057297	-2	2	0.135725429017	6	0.101294669895	
王牌特工+豆瓣	3	4	0.457051961824	2	0.0357752486528	3	8	0.865619546248	1	0.015871807076	0	-4	-0.408567584424	1	0.0199034415768	
南宁高新区罗赖小学	1	1	0.293628808864	1	0.128465607376	3	7	0.763372620127	1	0.0623753399819	-2	-6	-0.469743811263	0	0.066090267394	
劳动合同范本中年终奖	2	3	0.39898989899	0	0.0	2	3	0.384226491405	0	0.0	0	0	0.0147634075844	0	0.0	
写轮眼都市纵横txt下载	1	4	0.460484720759	4	0.0710981232446	3	5	0.598337950139	0	0.0	-2	-1	-0.13785322938	4	0.0710981232446	
失物招领教学反思	1	2	0.286463798531	0	0.0	3	6	0.672932330827	0	0.0	-2	-4	-0.386468532296	0	0.0	
科比81分	5	9	0.935213414634	10	0.140566914498	4	8	0.864274570983	5	0.07786129627	1	1	0.0709388436513	5	0.0627056182281	
台模小曼	2	4	0.485887096774	7	0.127347778511	2	3	0.340195016251	0	0.0	0	1	0.145692080523	7	0.127347778511	
德林社	3	7	0.770403587444	10	0.164192241652	5	10	1.0	6	0.0825535168196	-2	-3	-0.229596412556	4	0.0816387248328	
刘一秒执行智慧2	3	7	0.792006525285	9	0.148225862205	2	6	0.728395061728	5	0.0880230880231	1	1	0.0636114635571	4	0.0602027741818	
h1z1外挂	3	9	0.921731123389	8	0.124258045965	4	7	0.748432601881	0	0.0	-1	2	0.173298521508	8	0.124258045965	
顽皮的杜鹃教案	1	2	0.268817204301	0	0.0	3	8	0.846830985915	0	0.0	-2	-6	-0.578013781614	0	0.0	
同煤吧	3	6	0.699294532628	5	0.0718924358949	3	6	0.739520958084	1	0.0136145890038	0	0	-0.040226425456	4	0.0582778468911	
视频解析	3	4	0.468196037539	4	0.074109105287	3	3	0.458141674333	1	0.0167332943046	0	1	0.0100543632061	3	0.0573758109824	
多想告诉你作文500字	3	4	0.442013129103	1	0.01845517477	2	3	0.385469223007	0	0.0	1	1	0.0565439060958	1	0.01845517477	
公务员照片在线处理	3	5	0.633620689655	7	0.11497404179	6	6	0.69573283859	1	0.0168729971327	-3	-1	-0.0621121489348	6	0.0981010446568	
壁纸桌面	5	10	1.0	20	0.316086255905	3	8	0.879917184265	9	0.0522316331012	2	2	0.120082815735	11	0.263854622804	
暗黑破坏神3激活码	3	9	0.920740740741	6	0.0749690210657	4	7	0.784830997527	1	0.0149951285318	-1	2	0.135909743214	5	0.0599738925339	
铃木启悦销量排名	2	5	0.557425742574	4	0.0668040781773	2	6	0.673956262425	1	0.0180806072655	0	-1	-0.116530519851	3	0.0487234709118	
灰指甲怎么治	3	10	1.0	6	0.0599254861586	3	9	0.952380952381	16	0.223324874359	0	1	0.047619047619	-10	-0.163399388201	
逆战刷nz点	4	9	0.933852140078	9	0.132143838688	4	10	1.0	5	0.0816842731736	0	-1	-0.0661478599222	4	0.0504595655141	
会计凭证装订方法	6	10	1.0	17	0.216379282752	5	10	1.0	8	0.111755725191	1	0	0.0	9	0.104623557561	
qq现金贷额度	4	7	0.770315091211	8	0.124575388238	4	7	0.809070958303	5	0.0713972201902	0	0	-0.0387558670922	3	0.0531781680483	
盘点表格式	3	5	0.598298676749	1	0.0159433173344	5	10	1.0	1	0.0146923189896	-2	-5	-0.401701323251	0	0.00125099834481	
如何减肥	4	10	1.0	10	0.135020130948	5	9	0.95524691358	14	0.144683875795	-1	1	0.0447530864198	-4	-0.00966374484735	
员工入股分红协议	3	4	0.486921529175	1	0.0169698488328	4	8	0.85077186964	1	0.0155995633869	-1	-4	-0.363850340465	0	0.0013702854459	
洗衣机十大品牌	3	6	0.771965124078	5	0.0588288092869	5	9	0.938210227273	6	0.0245402892562	-2	-3	-0.166245103195	-1	0.0342885200308	
无限流量卡	5	9	0.927966101695	7	0.1031141705	6	7	0.880821917808	4	0.0816139476961	-1	2	0.0471441838867	3	0.0215002228035	
民事反诉状范文	3	3	0.39099283521	0	0.0	3	5	0.606334841629	0	0.0	0	-2	-0.215342006419	0	0.0	
全民飞机大战平民装备	3	7	0.763011152416	6	0.0953137739943	4	9	0.921692169217	2	0.0327436380002	-1	-2	-0.158681016801	4	0.0625701359941	
说说心里话作文	1	1	0.155579399142	0	0.0	3	3	0.531538461538	1	0.0139916083916	-2	-2	-0.375959062397	-1	-0.0139916083916	
level2破解版	3	5	0.597549481621	4	0.0635929490661	4	6	0.700182815356	1	0.014066810703	-1	-1	-0.102633333735	3	0.0495261383631	
沃尔玛礼品卡	3	3	0.522388059701	3	0.105414686173	4	6	0.835074626866	4	0.0889226594301	-1	-3	-0.312686567164	-1	0.0164920267425	
清吧经营模式	2	5	0.54012345679	0	0.0	4	7	0.770044052863	0	0.0	-2	-2	-0.229920596073	0	0.0	
香港lhc开奖记录2015	1	2	0.240352811466	2	0.0371952144207	2	4	0.486220472441	0	0.0	-1	-2	-0.245867660975	2	0.0371952144207	
2014定西市中考政治试题及答案	2	2	0.286910994764	1	0.0176628583663	2	4	0.461855670103	0	0.0	0	-2	-0.174944675339	1	0.0176628583663	
学生发型男	4	10	1.0	15	0.252108566175	5	10	1.0	11	0.166333464515	-1	0	0.0	4	0.0857751016597	
炸薯条的做法	4	10	1.0	18	0.193873020222	6	10	1.0	11	0.133307783351	-2	0	0.0	7	0.0605652368705	
英文铃声排行榜2015	2	5	0.582514734774	2	0.0331395476224	3	5	0.565434565435	1	0.0181709199891	-1	0	0.0170801693395	1	0.0149686276332	
笑傲江湖霍建华	5	7	0.818116975749	7	0.130298458389	5	8	0.926108374384	2	0.0317957904165	0	-1	-0.107991398635	5	0.0985026679728	
封神榜忠义乾坤	3	7	0.771640560594	10	0.165945442342	5	8	0.860240963855	6	0.0947849580139	-2	-1	-0.0886004032619	4	0.0711604843285	
十年戎马心孤单张凯	3	3	0.392236976507	2	0.045027358924	5	8	0.853535353535	5	0.0858891949801	-2	-5	-0.461298377029	-3	-0.0408618360561	
微拍吧	2	4	0.51586582049	5	0.0895142345816	3	6	0.753191489362	2	0.0258001289491	-1	-2	-0.237325668872	3	0.0637141056325	
农村盖房合同协议书	1	2	0.303278688525	0	0.0	3	3	0.499589153657	1	0.014945842982	-2	-1	-0.196310465132	-1	-0.014945842982	
三年级作文我的家乡	2	2	0.279260780287	0	0.0	3	5	0.644317252657	1	0.0148725191407	-1	-3	-0.36505647237	-1	-0.0148725191407	
掌上英雄联盟	5	8	0.866666666667	8	0.11881501974	4	9	0.942574257426	6	0.0682316231623	1	-1	-0.0759075907591	2	0.0505833965777	
exo公主贵族学校小说	2	6	0.661354581673	4	0.0672033057362	2	5	0.573947110676	0	0.0	0	1	0.0874074709975	4	0.0672033057362	
偷拍摄	4	5	0.594078319007	6	0.102855387849	3	6	0.697391304348	1	0.0158166007905	1	-1	-0.103312985341	5	0.0870387870586	
翡翠空间	4	6	0.68253968254	1	0.0157497943415	4	8	0.890082122552	5	0.0708838224315	0	-2	-0.207542440012	-4	-0.05513402809	
御用特工txt全集免费下载	2	2	0.304170905392	1	0.0171597454118	3	7	0.736629667003	0	0.0	-1	-5	-0.432458761611	1	0.0171597454118	
win7家庭版升级旗舰版	5	7	0.7861003861	7	0.102988330869	5	10	1.0	1	0.0152593044539	0	-3	-0.2138996139	6	0.0877290264154	
熟语的使用	3	7	0.779411764706	0	0.0	4	8	0.861022364217	1	0.0145280278827	-1	-1	-0.0816105995114	-1	-0.0145280278827	
感觉心脏突然咯噔一下	2	7	0.758064516129	1	0.0160038232825	3	7	0.778813559322	2	0.0728813559322	-1	0	-0.020749043193	-1	-0.0568775326497	
开题报告模板	3	7	0.765625	3	0.0465111114148	5	6	0.731895223421	1	0.0140131671102	-2	1	0.0337297765794	2	0.0324979443046	
红米2增强版怎么样	3	9	0.940056417489	12	0.149147183582	4	7	0.817482517483	6	0.0925874125874	-1	2	0.122573900007	6	0.0565597709949	
武动乾坤无弹窗	3	5	0.616079494128	2	0.0337259010756	3	6	0.768463073852	7	0.081623419827	0	-1	-0.152383579724	-5	-0.0478975187514	
钟馗伏魔：雪妖魔灵迅雷下载	3	6	0.657603222558	4	0.0679477532317	3	6	0.692850838482	0	0.0	0	0	-0.035247615924	4	0.0679477532317	
木头qq2015显ip版	4	9	0.932324840764	10	0.152206213151	3	10	1.0	1	0.0161250805932	1	-1	-0.0676751592357	9	0.136081132558	
贵州旅游	4	10	1.0	16	0.176196294204	5	9	0.957930367505	18	0.170632143485	-1	1	0.0420696324952	-2	0.00556415071848	
conflict第二季动画片	3	7	0.767123287671	6	0.0957138734701	4	8	0.851788756388	1	0.0154932631253	-1	-1	-0.0846654687172	5	0.0802206103449	
汉译英	4	8	0.862903225806	3	0.0408097493704	4	10	1.0	5	0.0503761557457	0	-2	-0.137096774194	-2	-0.00956640637528	
2015天津退休涨工资表	3	4	0.456289978678	2	0.0359659482724	2	3	0.411594202899	0	0.0	1	1	0.0446957757795	2	0.0359659482724	
深圳社保局	6	6	0.739263803681	3	0.108703275025	5	6	0.761480466073	5	0.128507695184	1	0	-0.0222166623917	-2	-0.019804420159	
梦幻西游手游开区	5	9	0.936614466816	10	0.137527063252	3	7	0.766756032172	1	0.0162547729304	2	2	0.169858434644	9	0.121272290322	
劳动争议司法解释五	1	1	0.137061403509	0	0.0	4	7	0.795133437991	1	0.01427715142	-3	-6	-0.658072034482	-1	-0.01427715142	
邓小平的孙子	5	9	0.934261407579	12	0.194224261609	4	8	0.856198347107	3	0.0802554470323	1	1	0.0780630604718	9	0.113968814577	
明细账	4	6	0.677998111426	5	0.0768189812231	6	8	0.873730043541	4	0.0930188679245	-2	-2	-0.195731932115	1	-0.0161998867014	
广州两日游攻略	3	8	0.850220264317	9	0.153441527603	4	10	1.0	14	0.134514927048	-1	-2	-0.149779735683	-5	0.0189266005544	
搞笑段子	3	6	0.702015775635	5	0.071451378006	4	9	1.0	1	0.00692126746921	-1	-3	-0.297984224365	4	0.0645301105368	
第一创业证券	6	9	0.929925803792	4	0.121679022486	4	8	0.867175572519	3	0.107698820264	2	1	0.0627502312732	1	0.0139802022219	
生育保险单位证明	4	5	0.613841524574	1	0.0169187860981	4	9	0.923144876325	4	0.0579906842274	0	-4	-0.309303351751	-3	-0.0410718981294	
镇流器接线图	5	10	1.0	15	0.224835343478	4	9	0.91577928364	0	0.0	1	1	0.0842207163601	15	0.224835343478	
志愿贵州	1	4	0.46088794926	4	0.07132359298	3	4	0.574576271186	1	0.0154144838213	-2	0	-0.113688321926	3	0.0559091091588	
全民挂机cdkey	3	8	0.835907335907	6	0.0976912919292	4	9	0.914454277286	0	0.0	-1	-1	-0.0785469413788	6	0.0976912919292	
入殓师工作真实图片	4	8	0.854202401372	12	0.188511863391	2	9	0.909657320872	0	0.0	2	-1	-0.0554549195001	12	0.188511863391	
汉字的简化和规范导学案	2	3	0.360215053763	0	0.0	3	7	0.739260739261	0	0.0	-1	-4	-0.379045685497	0	0.0	
呼啸山庄	5	9	0.938136826783	10	0.163196755464	3	9	0.944194996793	3	0.0354119773748	2	0	-0.0060581700097	7	0.127784778089	
华国锋陵墓	6	10	1.0	11	0.158995304246	5	10	1.0	6	0.0915654642387	1	0	0.0	5	0.067429840007	
星球大战2	6	10	1.0	7	0.0912121322293	4	10	1.0	4	0.0545889900899	2	0	0.0	3	0.0366231421394	
壁纸软件	2	6	0.731649565904	8	0.129956018226	4	8	0.891181988743	10	0.0952276991301	-2	-2	-0.159532422839	-2	0.0347283190963	
音乐僵尸	5	9	0.934159566228	6	0.11166957979	4	9	0.94219269103	6	0.102784657203	1	0	-0.00803312480217	0	0.00888492258705	
tfboys新歌	4	9	0.934730538922	12	0.141139282773	4	10	1.0	7	0.0754774261957	0	-1	-0.0652694610778	5	0.0656618565771	
有效沟通技巧试题答案	1	1	0.177419354839	0	0.0	4	8	0.840659340659	0	0.0	-3	-7	-0.663239985821	0	0.0	
王仕鹏	6	7	0.808558558559	10	0.132288422251	5	7	0.844735276621	15	0.184365855512	1	0	-0.0361767180625	-5	-0.0520774332605	
认知主义学习理论基本观点	3	5	0.644758735441	1	0.017027073836	3	10	1.0	0	0.0	0	-5	-0.355241264559	1	0.017027073836	
社会信用体系	6	6	0.727418065548	5	0.0853473355145	4	6	0.705583756345	1	0.0153884017843	2	0	0.0218343092024	4	0.0699589337301	
吸血鬼日记里谁是双子座	2	7	0.747023809524	4	0.0669366259515	3	8	0.870261162595	0	0.0	-1	-1	-0.123237353071	4	0.0669366259515	
廉政提示牌	2	5	0.592911877395	4	0.0646284664359	3	3	0.381951731375	1	0.0190861394639	-1	2	0.21096014602	3	0.045542326972	
生化危机4电影高清片免费完整版	2	5	0.610449129239	8	0.140180387694	3	7	0.858325666973	0	0.0	-1	-2	-0.247876537734	8	0.140180387694	
南洋十大降头	4	8	0.872180451128	6	0.0924993711043	3	9	0.924083769634	1	0.015871807076	1	-1	-0.0519033185057	5	0.0766275640283	
油画作品欣赏	5	9	0.934665641814	17	0.250170729407	5	10	1.0	9	0.17354981278	0	-1	-0.065334358186	8	0.0766209166274	
关于清明节的故事20字	3	7	0.760563380282	3	0.0475155767318	3	7	0.755846585594	0	0.0	0	0	0.00471679468768	3	0.0475155767318	
杂志在线阅读	2	9	0.921369102683	9	0.143765754551	3	6	0.656465942744	1	0.0151916001077	-1	3	0.264903159938	8	0.128574154443	
梦见钓鱼	3	8	0.877521613833	6	0.0729165550711	4	5	0.677299703264	2	0.0269867817642	-1	3	0.200221910569	4	0.0459297733069	
乒乓球发球技术	5	10	1.0	14	0.195013361686	7	10	1.0	6	0.0863068589702	-2	0	0.0	8	0.108706502716	
红警大战辅助刷坦克	2	8	0.839167455061	7	0.111708806224	2	9	0.91577928364	0	0.0	0	-1	-0.0766118285784	7	0.111708806224	
闻一多先生的说和做教学设计	1	3	0.404404404404	0	0.0	2	5	0.581328200192	0	0.0	-1	-2	-0.176923795788	0	0.0	
都市小说排行榜完本	3	6	0.761235955056	11	0.238963754647	2	5	0.531754574812	0	0.0	1	1	0.229481380245	11	0.238963754647	
如何用ps去雾	4	9	0.911861614498	10	0.151543638958	5	8	0.841530054645	1	0.0165656565657	-1	1	0.0703315598527	9	0.134977982392	
文献检索报告	3	3	0.424007744434	0	0.0	4	6	0.726199842644	3	0.0373378156069	-1	-3	-0.30219209821	-3	-0.0373378156069	
九游游戏中心	5	7	0.758522727273	5	0.0900906133829	4	7	0.754237288136	0	0.0	1	0	0.00428543913713	5	0.0900906133829	
天堂bt	3	6	0.702867072111	6	0.0891030589208	4	4	0.547660311958	2	0.0290972112809	-1	2	0.155206760153	4	0.0600058476399	
认识100以内的数练习	3	5	0.591738712776	2	0.0324073578094	4	7	0.779374471682	1	0.0153753938369	-1	-2	-0.187635758906	1	0.0170319639724	
阿迪达斯zx700	3	10	1.0	13	0.175172638935	4	7	0.877291960508	5	0.0968585716117	-1	3	0.122708039492	8	0.0783140673229	
花生油起沫	3	8	0.879688605803	7	0.0943877483905	4	10	1.0	1	0.0157891414141	-1	-2	-0.120311394197	6	0.0785986069764	
浙江新力化工有限公司	3	5	0.703832752613	4	0.132217659935	4	6	0.724247226624	2	0.0689295490563	-1	-1	-0.0204144740112	2	0.0632881108792	
红烧豆腐	5	10	1.0	23	0.226986662203	6	10	1.0	7	0.101318491033	-1	0	0.0	16	0.12566817117	
ipad+air2和air的区别	4	9	0.919000757002	15	0.207003537367	4	9	0.920692798541	4	0.0723891605204	0	0	-0.00169204153921	11	0.134614376847	
烈士墓前的宣誓词	3	6	0.658976930792	1	0.0169187860981	5	7	0.792362768496	1	0.0144702393867	-2	-1	-0.133385837704	0	0.00244854671136	
苏南自主创新示范区	3	4	0.458598726115	2	0.0358132266237	3	8	0.847769028871	3	0.0415191282908	0	-4	-0.389170302757	-1	-0.00570590166705	
姐妹qq头像	3	9	0.946875	25	0.333930065056	3	9	0.944259567388	11	0.192545757072	0	0	0.00261543261231	14	0.141384307984	
微量元素与儿童健康	3	7	0.777292576419	3	0.0441957111086	5	7	0.779374471682	1	0.0153753938369	-2	0	-0.00208189526295	2	0.0288203172717	
忍者大师	4	7	0.798737174428	7	0.0923661255256	4	8	0.864801864802	1	0.0141329377693	0	-1	-0.0660646903741	6	0.0782331877563	
家有九凤	4	8	0.873039581777	6	0.103635293497	4	9	0.933128362798	2	0.015951366082	0	-1	-0.0600887810204	4	0.087683927415	
大飞cf透视	4	9	0.924977934687	8	0.134983939077	3	10	1.0	2	0.0287214225233	1	-1	-0.0750220653133	6	0.106262516553	
狂野角斗士巴基斯坦	4	8	0.844748858447	4	0.068190999983	2	5	0.559915164369	0	0.0	2	3	0.284833694078	4	0.068190999983	
陕北唢呐大全	3	9	0.931945556445	12	0.187992773401	3	7	0.746601941748	4	0.0792515445719	0	2	0.185343614698	8	0.108741228829	
驾校一点通科目一	3	8	0.850877192982	9	0.136041544381	4	7	0.795294117647	5	0.0669376114082	-1	1	0.0555830753354	4	0.0691039329732	
可敬的对手怎么刷	3	9	0.909932659933	7	0.0993907476249	4	8	0.853535353535	1	0.0153106825834	-1	1	0.0563973063973	6	0.0840800650415	
cfvip礼包领取	4	9	0.92547660312	11	0.174039867795	4	8	0.824596774194	1	0.0183357771261	0	1	0.100879828926	10	0.155704090668	
秒赞软件下载电脑板	3	10	1.0	8	0.122821587703	2	8	0.822085889571	0	0.0	1	2	0.177914110429	8	0.122821587703	
我看你有戏第二期	3	6	0.686308492201	6	0.0850685831728	5	9	0.929725363489	2	0.0366926127185	-2	-3	-0.243416871288	4	0.0483759704543	
头发干枯毛躁怎么护理	4	10	1.0	8	0.0951369395342	5	9	0.945760598504	13	0.178097936976	-1	1	0.0542394014963	-5	-0.0829609974416	
东风mx6	5	9	0.933787128713	13	0.154409667268	3	9	0.931225296443	2	0.0305109593963	2	0	0.00256183227018	11	0.123898707872	
奥特曼全集	4	9	0.937083641747	9	0.134677878702	4	10	1.0	6	0.083440211241	0	-1	-0.0629163582531	3	0.051237667461	
